Campus,Department,Study Language,Study Method,Duration,Entry Requirements,English Level,Course Fees,Location,Career Opportunities,Course,URL
CINEC,Faculty of Information Technology,English,Full Time,3 Years,"GCE Advance Level (A/L) (Sri Lanka) minimum grades of three “S” passes from any subject stream or Advance Level minimum of 3D passes (London), CINEC STEM Foundation Programme or any other qualification equivalent to UK Level 3 acceptable to UoW. AND English Language requirement: Minimum grade C (Credit Pass) in English at the Sri Lankan O-levels Certificate (or equivalent), Minimum grade S (Simple Pass) for General English paper at the Sri Lankan Advance Level Examination, Any qualification internationally recognised as being at/equivalent to UK Level 3 or above which has been delivered and assessed in English, IELTS overall score of 6.0 or above with individual scores of 5.5 or above, PTE minimum score of 51, A pass in the Cambridge Advanced English examination (CAE), A pass in the Cambridge Proficiency examination (CPE), Full UK-accredited GCSE or GCE in English Language grade C or above
",Intermediate,"Rs.1,915,000.00",Colombo ,"This course is designed for students to build the necessary skills to work in the development and applications of artificial intelligence while acquiring strong foundations in programming, computer systems, databases, and digital security. Collaborative projects, industry placements, and exposure to project management, research, and professional skills enhance employability. Graduates can pursue roles such as AI Developer, Data Analyst, Machine Learning Engineer, AI Researcher, or Software Engineer.
","BSc (Hons) Artificial Intelligence - Anglia Ruskin University (ARU), United Kingdom",https://www.cinec.edu/courses/bsc-hons-artificial-intelligence.html
CINEC,Faculty of Information Technology,English,Full Time,1 Years,"• Pearson BTECH HND in Computing with specialization in relevant field or
• Higher National Diploma and HND in relevant field from Sri Lanka Institute of Advance Technology (SLIATE) or
• BCS Diploma in IT with project or
• NVQ-6 qualification in relevant field awarded by University Colleges / Colleges of Technology in Sri Lanka
• Any other qualification equivalent to UK Level 5 in the relevant field acceptable to ARU.

AND
English Language requirement namely,
• Minimum grade C in English at the Sri Lankan O-levels Certificate (GCE O/L) (or equivalent).
• Minimum grade S for General English paper at the Sri Lankan Advance Level Examination (GCE A/L).
• Any qualification internationally recognised as being at/equivalent to UK Level 3 or above which has been delivered and assessed in English.
• An IELTS overall score of 6.0 or above with individual scores of 5.5 or above
• PTE minimum score of 51
",Intermediate,"Rs. 725,000.00",Colombo ,"Software Development, Internet and Cloud Applications, Network Administration, Technical Support, IT Project Management
","BSc (Hons) Applied Computer Science (TopUp) - Anglia Ruskin University (ARU), United Kingdom",https://www.cinec.edu/courses/bsc-hons-applied-computer-science-topup.html
KIU,Faculty of Computer Science and Engineering,English,Full Time,3–4 Years,"Completion of G.C.E A/L or equivalent in relevant streams; English proficiency required (O/L Credit in English or equivalent, IELTS 6.0+, PTE 51+). Additional requirements may apply based on program specialization.
",Advanced,,Colombo ,"Software Developer, Software Engineer, Systems Analyst, Project Manager, Application Developer, Quality Assurance Engineer, IT Consultant, Entrepreneur in Software Industry
",BSc (Hons) in Software Engineering,https://kiu.ac.lk/faculty/faculty-of-computer-science-engineering/
KIU,Faculty of Computer Science and Engineering,English,Full Time,3–4 Years,"Completion of G.C.E A/L or equivalent in relevant streams; English proficiency required (O/L Credit in English or equivalent, IELTS 6.0+, PTE 51+).
",Advanced,,Colombo ,"Network Administrator, Cybersecurity Analyst, Penetration Tester, Security Consultant, IT Auditor, Ethical Hacker, Security Systems Engineer
",BSc (Hons) in Computer Network and Cyber Security,https://kiu.ac.lk/faculty/faculty-of-computer-science-engineering/
KIU,Faculty of Computer Science and Engineering,English,Full Time,3–4 Years,"Completion of G.C.E A/L or equivalent in relevant streams; English proficiency required (O/L Credit in English or equivalent, IELTS 6.0+, PTE 51+).
",Advanced,,Colombo ,"Systems Analyst, Business Analyst, IT Manager, ERP Consultant, Data Analyst, Database Administrator, IT Project Manager
",BSc (Hons) in Management Information Systems,https://kiu.ac.lk/faculty/faculty-of-computer-science-engineering/
KIU,Faculty of Computer Science and Engineering,English,Full Time,3–4 Years,"Completion of G.C.E A/L or equivalent in relevant streams; English proficiency required (O/L Credit in English or equivalent, IELTS 6.0+, PTE 51+).
",Advanced,,Colombo ,"Data Analyst, Data Scientist, Machine Learning Engineer, AI Specialist, Business Intelligence Analyst, Big Data Engineer
",BSc (Hons) in Data Science,https://kiu.ac.lk/faculty/faculty-of-computer-science-engineering/
KIU,Faculty of Behavioural Sciences,English,Full Time,3–4 Years,"Completion of G.C.E A/L or equivalent; English proficiency required (O/L Credit in English or equivalent, IELTS 6.0+, PTE 51+). Practical training or fieldwork may be required as part of curriculum.
",Advanced,,Colombo ,"Clinical Psychologist, Counselor, HR Specialist, Researcher, Educational Psychologist, Social Services Specialist, Academic
",BSc (Hons) in Psychology,https://kiu.ac.lk/faculty/faculty-of-behavioural-sciences/
SLTC,Faculty of Business Management,English,Full Time,4 Years,"Three (3) simple passes (S) in the Commerce Stream, including Accounting, in one and the same sitting at the G.C.E. A/L Examination conducted by the Department of Examinations of Sri Lanka or an equivalent qualification; OR three (3) simple passes (S) in any stream at G.C.E. A/L, AND a Credit (C) pass in Mathematics and Business & Accounting Studies at G.C.E. O/L or equivalent.
",Intermediate,,Padukka,"Accountant, Auditor, Financial Analyst, Investment Banker, Tax Consultant, Risk Manager, Finance Executive, Compliance Officer, Entrepreneur, Business Consultant
",Accounting and Finance,https://sltc.ac.lk/courses/bbm-hons-in-accounting-and-finance/
SLTC,Faculty of Business Management,English,Full Time,4 Years,"Minimum three (3) simple passes (S) in any stream in one sitting at the G.C.E. (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or an equivalent qualification.
",Intermediate,,Padukka,"Digital Marketers specialised in tourism, Social Media Managers, E-Tourism Consultants, Brand Managers, Online Marketing Executives, Content Strategists, Entrepreneurs, Business Owners
",E-Tourism and Digital Marketing,https://sltc.ac.lk/courses/bsc-in-e-tourism-and-digital-marketing/
SLTC,Faculty of Business Management,English,Full Time,4 Years,"Minimum three (3) simple passes (S) in any stream in one sitting at the G.C.E. (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or an equivalent qualification.
",Intermediate,,Padukka,"Human Resource Analysts, Talent Acquisition Specialists, Training and Development Officers, Compensation and Benefits Managers, Employee Relations Advisors, Organizational Development Consultants, HR Executives, Leadership Development Coordinators
",Human Resource Management,https://sltc.ac.lk/courses/bbm-hons-in-human-resource-management/
SLTC,Faculty of Business Management,English,Full Time,4 Years,"Minimum three (3) simple passes (S) in any stream in one sitting at the G.C.E. (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or an equivalent qualification.
",Intermediate,,Padukka,"Marketing Executive, Brand Manager, Digital Marketing Specialist, Market Research Analyst, Advertising Manager, Business Development Executive, Product Manager, Sales and Promotions Manager, Entrepreneur",Marketing Management,https://sltc.ac.lk/courses/bbm-hons-in-marketing/
SLTC,Faculty of Business Management,English,Full Time,4 Years,"Minimum three (3) Simple passes (S) in any stream in one sitting at the G.C.E. A/L (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or equivalent qualification.
",Intermediate,,Padukka,"Operations Manager, Production Planner, Supply Chain Analyst, Quality Assurance Manager, Logistics Coordinator, Process Improvement Consultant, Inventory Control Specialist, Business Analyst, Entrepreneur
",Operations Management,https://sltc.ac.lk/courses/bbm-hons-in-operations-management/
SLTC,Faculty of Business Management,English,Full Time,4 Years,"Minimum three (3) simple passes (S) in any stream in one sitting at the G.C.E. (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or an equivalent qualification.
",Intermediate,,Padukka,"Supply Chain Manager, Procurement Manager, Logistics Manager, Operations Manager, Consultant in Supply Chain Optimization, Researcher in Supply Chain Technologies
",Supply Chain Management,https://sltc.ac.lk/courses/bbm-hons-in-supply-chain-management/
SLTC,Faculty of Business Management,English,Full Time,3 Years,"Minimum three (3) simple passes (S) in any stream in one sitting at the G.C.E. (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or an equivalent qualification.
",Intermediate,,Padukka,"Travel Consultant, Tour Operator, Event Manager, Hospitality Manager, Tourism Marketing Executive, Travel Entrepreneur, Destination Manager, Airline & Cruise Service Manager
",Travel and Tourism Management,https://sltc.ac.lk/courses/travel-and-tourism-management-general/
SLTC,Faculty of Business Management,English,Full Time,4 Years,"Minimum three (3) simple passes (S) in any stream in one sitting at the GCE (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or an equivalent qualification.
",Intermediate,,Padukka,"Travel Consultant, Destination Manager, Event Planner, Tourism Entrepreneur, Hospitality Manager, Tour Operations Manager, Airline Operations Coordinator
",Travel And Tourism Management/Honours,https://sltc.ac.lk/courses/bsc-in-travel-and-tourism-management/
SLTC,Faculty of Computing & IT,English,Full Time,4 Years,"Minimum three (3) Simple passes (S) in any stream in one sitting at the GCE (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or equivalent qualification.
",Intermediate,,Padukka,"Travel Consultant, Destination Manager, Event Planner, Tourism Entrepreneur, Hospitality Manager, Tour Operator, Travel Agency Manager, Tourism Analyst
",BAIT (Bachelor of Applied IT),https://sltc.ac.lk/courses/bachelor-of-applied-it/
SLTC,Faculty of Computing & IT,English,Full Time,4 Years,"(i) Three (3) Simple passes (“S”) in Physical Science stream or Engineering Technology stream in one sitting at the GCE A/L (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka, or equivalent qualification; OR (ii) Three (3) Simple passes (“S”) in any stream in one sitting at the GCE A/L and a Credit Pass (“C”) in Mathematics at the GCE O/L with the SLTC bridging programme.
",Intermediate,,Padukka,"Software Engineer in Cloud Computing, Cloud Engineer, Cloud System Engineer, Cloud Service Developer, Cloud System Administrator, Software Engineer with Cloud expertise
",Cloud Computing,https://sltc.ac.lk/courses/bsc-hons-in-cloud-computing/
SLTC,Faculty of Computing & IT,English,Full Time,3 Years,"General intake; applicants should be creative and innovative with an interest in technology.
",Intermediate,,Padukka,"Software Developer, Data Analyst, Network Administrator, Cybersecurity Specialist, IT Project Manager, Systems Analyst, Cloud Solutions Specialist, IT Consultant in diverse industries
",Cyber Security,https://sltc.ac.lk/courses/bachelor-of-applied-it/
SLTC,Faculty of Computing & IT,English,Full Time,4 Years,"(i) Three (3) Simple passes (“S”) in Physical Science stream or Engineering Technology stream in one sitting at the GCE A/L Examination or equivalent; OR (ii) Three (3) Simple passes (“S”) in any stream in one sitting at the GCE A/L Examination and a Credit Pass (“C”) in Mathematics at the GCE O/L Examination or equivalent with the SLTC bridging programme.
",Intermediate,,Padukka,"Data Scientists, Intelligence Analysts, Statisticians, Data Engineers, Professionals in all modern industries utilizing data-driven decision-making
",Data Science,https://sltc.ac.lk/courses/bsc-hons-in-data-science/
SLTC,Faculty of Computing & IT,English,Full Time,4 Years,"(i) Three (3) Simple passes (“S”) in Physical Science stream or Engineering Technology stream in one sitting at the GCE A/L Examination conducted by the Department of Examinations of Sri Lanka or equivalent qualification; OR (ii) Three (3) Simple passes (“S”) in any stream in one sitting at the GCE A/L Examination and a Credit Pass (“C”) in Mathematics at the GCE O/L Examination or equivalent qualification with the SLTC bridging programme
",Intermediate,,Padukka,"Software Developer, Software Engineer, Application Developer, Quality Assurance Engineer, Systems Analyst, Project Manager, Technology Consultant, IT Specialist
",Software Engineering,https://sltc.ac.lk/courses/bsc-hons-in-software-engineering/
SLTC,Faculty of Engineering,English,Full Time,4 Years,"Three (3) simple passes for Combined Mathematics, Physics and Chemistry in one and the same sitting at the G.C.E. Advanced Level Examination conducted by the Department of Examination of Sri Lanka or equivalent qualification.
",Intermediate,,Padukka,"Civil Engineer, Structural Engineer, Construction Project Manager, Transportation Engineer, Water Resource Engineer, Geotechnical Engineer, Environmental Engineer, Urban Infrastructure Planner
",Civil Engineering,https://sltc.ac.lk/courses/civil-engineering/
SLTC,Faculty of Engineering,English,Full Time,4 Years,"General Intake: Three (3) simple passes for Combined Mathematics, Physics and Chemistry in one and the same sitting at the G.C.E. Advanced Level Examination conducted by the Department of Examination of Sri Lanka or equivalent qualification.  Lateral Entry: Minimum 3 ordinary passes (S) in approved subjects in the Physical Science stream at GCE A/L, minimum 30% for Common General Paper AND one of the following qualifications: NDT (ITUM), NDES (IET), HNDE (SLIATE), Graduate Diploma Level 6 (City & Guilds), Three-year B.Eng degrees from other universities, Engineering Graduate Diploma from IESL College of EngineeringResidential CampusElectronics Engineer, Mechatronics Engineer, Project Manager, Research Engineer, Systems Designer, Engineering ConsultantBSc (Hons) in Eng. in Electronics & Engineering Managementhttps://www.sltc.ac.lk/courses/electronics-engineering-management
",Intermediate,,Padukka,"Electronics Engineer, Mechatronics Engineer, Project Manager, Research Engineer, Systems Designer, Engineering Consultant
",Electronics and Engineering Management,https://sltc.ac.lk/courses/electronics-and-engineering-management/
SLTC,Faculty of Engineering,English,Full Time,4 Years,"Three (3) simple passes for Combined Mathematics, Physics and Chemistry in one and the same sitting at the G.C.E. Advanced Level Examination conducted by the Department of Examination of Sri Lanka or equivalent qualification.
",Intermediate,,Padukka,"Electronics Engineer, Power Systems Engineer, Systems Designer, Project Manager, Engineering Consultant, Research Engineer, Technical Analyst
",Electronics and Power Systems,https://sltc.ac.lk/courses/bsc-hons-in-engineering-in-electronics-and-power-systems/
SLTC,Faculty of Engineering,English,Full Time,4 Years,"Three (3) simple passes for Combined Mathematics, Physics and Chemistry in one and the same sitting at the G.C.E. Advanced Level Examination conducted by the Department of Examination of Sri Lanka or equivalent qualification.
",Intermediate,,Padukka,"Electronics Engineer, Telecommunication Engineer, Systems Designer, Project Manager, Engineering Consultant, Research Engineer, Technical Analyst
",Electronics and Telecommunications,https://sltc.ac.lk/courses/bsc-hons-in-engineering-in-electronics-and-telecommunication/
SLTC,Faculty of Engineering,English,Full Time,4 Years,"Three (03) ‘S’ passes in Combined Mathematics and Physics and in any other subject from among the subjects of Chemistry, Information and Communication Technology and Higher Mathematics in one and the same sitting at the GCE Advanced Level Examination or equivalent.
",Intermediate,,Padukka,"ICT Engineer, Information and Communication Technologist, Software Developer, Network Engineer, Systems Analyst, IT Consultant
",Information and Communication Engineering,https://sltc.ac.lk/courses/bsc-hons-in-engineering-in-information-and-communication-engineering/
SLTC,Faculty of Science,English,Full Time,4 Years,"Three (3) simple passes (”S”) including two subjects of the following: Biology, Chemistry, Physics, Higher Mathematics or Combined Mathematics, Agricultural Science, Science for Technology, Bio Systems Technology, Engineering Technology, Agro Technology, Bio-Resource Technology or any other subject in one and the same sitting at the GCE (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or equivalent qualification
",Intermediate,,Padukka,"Biosystems Engineers, Researchers, Experts in food processing/food technology/Agri technology/bio-energy and related disciplines, Professionals applying engineering to biological systems
",Biosystems Engineering,https://sltc.ac.lk/courses/bsc-hons-in-biosystems-engineering/
SLTC,Faculty of Science,English,Full Time,4 Years,"Three (3) simple passes (”S”) in any stream in one and the same sitting at the GCE (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or equivalent qualification
",Intermediate,,Padukka,"Fashion Merchandisers, Retailers, Trend Forecasters, Entrepreneurs, Business Owners
",Fashion Merchandise Management,https://sltc.ac.lk/courses/bsc-in-fashion-merchandise-management/
SLTC,Faculty of Science,English,Full Time,4 Years,"Three (3) Simple passes (“S”) in approved subjects in Physical Science or Biological Science stream or Technology stream in one and the same sitting at the GCE (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or equivalent qualification.
",Intermediate,,Padukka,"Fabric Technologist, Clothing Production Manager, Quality Control Specialist, Supply Chain Manager, Product Developer, Process Improvement Specialist
",Textile and Clothing Technology,https://sltc.ac.lk/courses/bsc-in-textile-and-clothing-technology/
SLTC,Faculty of Technology,English,Full Time,4 Years,"Three (3) simple passes (‘S’) or higher including two subjects of the following; Biology, Chemistry, Physics, Higher Mathematics or Combined Mathematics, Agriculture, Science for Technology, Bio systems Technology, AgroTechnology, Bio Resource Technology and Food Technology, and any other subject in one sitting at the GCE (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or equivalent qualification
",Intermediate,,Padukka,"Agricultural Technology Consultant, Agronomist, Food Processing Specialist, Irrigation & Water Management Expert, Agricultural Researcher, Soil & Crop Specialist, Technology Integration Specialist
",Agricultural Technology,https://sltc.ac.lk/courses/btech-hons-in-agricultural-technology/
SLTC,Faculty of Technology,English,Full Time,4 Years,"Three (3) Simple passes (“S”) in Physical Science stream or Biological Science stream (‘Physics’ shall be one of main three subjects) or Engineering Technology stream at G.C.E. A/L or equivalent qualification.
",Intermediate,,Padukka,"Electronics Engineer, Embedded Systems Engineer, VLSI Engineer, Microcontroller/PCB Designer, Power Electronics Engineer, Automation & Communication Systems Specialist
",Electronic Technology,https://sltc.ac.lk/courses/btech-hons-in-electronics/
SLTC,Faculty of Technology,English,Full Time,4 Years,"Three (3) simple passes (‘S’) or higher including two subjects of the following; Biology, Chemistry, Physics, Higher Mathematics or Combined Mathematics, Agricultural Science, Science for Technology, Bio Systems Technology, Engineering Technology, Agro Technology, Bio-Resource Technology at GCE A/L or equivalent
",Intermediate,,Padukka,"Environmental Technologist, Sustainability Consultant, Environmental Policy Analyst, Environmental Researcher, Environmental Project Manager, Conservation Specialist, Environmental Compliance Officer, Green Technology Specialist
",Environmental Technology,https://sltc.ac.lk/courses/btech-hons-in-environmental-technology/
Saeigs,"Faculty of Management , Humanities and Social",English,Full Time,4 Years,"Three (3) Simple passes (”S”) in any stream in one and the same sitting at the GCE (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or equivalent qualification.
",Intermediate,,Colombo,"Business Manager, HR Executive, Operations Manager, Marketing Analyst, Financial Analyst, Supply Chain Manager, Business Consultant
",Bachelor of Business Management Honours,https://saegis.ac.lk/degree-program/10?slug=bachelor-of-business-management-honours
Saeigs,"Faculty of Management , Humanities and Social",English,Full Time,4 Years,"Three (3) Simple passes (“S”) in any stream in one and the same sitting at the GCE (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or equivalent qualification.
",Intermediate,,Colombo,"Human Resource Manager, HR Executive, Recruitment Officer, Training and Development Specialist, Compensation and Benefits Analyst, Industrial Relations Officer, Talent Acquisition Specialist, HR Consultant
",Bachelor of Business Management Honours in HRM,https://saegis.ac.lk/degree-program/11?slug=bachelor-of-business-management-honours-in-hrm
Saeigs,"Faculty of Management , Humanities and Social",English,Full Time,4 Years,"Three (3) simple passes (“S”) in any stream in one and the same sitting at the G.C.E. (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or an equivalent qualification.
",Intermediate,,Colombo,"Marketing Executive, Brand Manager, Sales Manager, Market Research Analyst, Advertising Manager, Digital Marketing Specialist, Supply Chain Executive, Business Development Manager
",Bachelor of Business Management Honours in Marketing,https://saegis.ac.lk/degree-program/12?slug=bachelor-of-business-management-honours-in-marketing
Saeigs,"Faculty of Management , Humanities and Social",English,Full Time,4 Years,"Three (3) Simple passes (“S”) in any stream in one and the same sitting at the G.C.E (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or an equivalent qualification AND a Credit (“C”) pass for Mathematics in the G.C.E (Ordinary Level) Examination conducted by the Department of Examinations of Sri Lanka or equivalent qualification.
",Intermediate,,Colombo,"Accountant, Financial Analyst, Auditor, Tax Consultant, Finance Manager, Investment Analyst, Banking Executive, Corporate Financial Planner
",Bachelor of Business Management Honours in Accounting & Finance,https://saegis.ac.lk/degree-program/13?slug=bachelor-of-business-management-honours-in-accounting-finance
Saeigs,"Faculty of Management , Humanities and Social",English,Full Time,4 Years,"Three (3) Simple passes (“S”) in any stream in one and the same sitting at the G.C.E. (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or an equivalent qualification.
",Intermediate,,Colombo,"Logistics Coordinator, Supply Chain Executive, Procurement Officer, Operations Manager, Inventory Controller, Freight Forwarding Specialist, Transport Planner, Distribution Manager, Sustainability and Compliance Executive.
",Bachelor of Business Management Honours in Logistics and Supply Chain Management,https://saegis.ac.lk/degree-program/14?slug=bachelor-of-business-management-honours-in-logistics-and-supply-chain-management
Saeigs,"Faculty of Management , Humanities and Social",English,Full Time,3 Years,"Three (3) Simple passes (“S”) in any stream in one and the same sitting at the G.C.E. (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or an equivalent qualification.
",Intermediate,,Colombo,"Business Analyst, Marketing Executive, Human Resource Officer, Operations Manager, Financial Analyst, Project Coordinator, Administrative Executive, Entrepreneur
",Bachelor of Business Administration,https://saegis.ac.lk/degree-program/15?slug=bachelor-of-business-administration
Saeigs,"Faculty of Management , Humanities and Social",English,Full Time,4 Years,"Three (3) Simple passes (“S”) in any stream in one and the same sitting at the GCE (Advanced Level) Examination conducted by the Department of Examinations of Sri Lanka or an equivalent qualification.
",Intermediate,,Colombo,"Hotel Manager, Tourism Operations Manager, Event Manager, Travel Consultant, Front Office Executive, Destination Manager, Hospitality Entrepreneur, Resort Supervisor, Guest Relations Executive
",Bachelor of Business Management Honours in Tourism and Hospitality Management,https://saegis.ac.lk/degree-program/16?slug=bachelor-of-business-management-honours-in-tourism-and-hospitality-management
Saeigs,"Faculty of Management , Humanities and Social",English,Full Time,4 Years,"Successful completion of a BTEC Higher National Diploma (HND) in Business Management; OR successful completion of an SQA Advanced Diploma (AD); OR successful completion of a NIBM Higher Diploma (HD) in Business Management; OR any other equivalent qualification recognized by the institution.
",Intermediate,,Colombo,"Graduates of the BSc (Hons) Business Management degree are well-prepared to build successful careers in business development, international trade, marketing and communications, finance, operations, project management, and consultancy. They are also equipped to take on leadership roles, contribute to corporate strategy and compliance, or pursue entrepreneurial ventures in both local and global business environments.
",BSc (Hons) Business Management ,https://saegis.ac.lk/degree-program/28?slug=bsc-hons-business-management
Saeigs,"Faculty of Management , Humanities and Social",English,Part Time ,1 Year,"Successful completion of a BTEC Higher National Diploma (HND) in Accounting & Finance OR successful completion of an SQA Advanced Diploma (AD) OR successful completion of a NIBM Higher Diploma (HD) in Accounting & Finance OR any other equivalent qualification recognized by the institution.
",Intermediate,,Colombo,"Graduates are well-prepared for careers as Chartered Accountants, Financial Analysts, Auditors, Tax Consultants, Investment Bankers, Corporate Finance Executives, Business and Financial Consultants, Risk and Compliance Officers, Management Accountants, and professionals in banking and financial services. They may also pursue postgraduate studies such as MBA, MSc, or professional certifications like ACCA, CIMA, CPA, and CFA.
",BSc (Hons) Accounting & Finance,https://saegis.ac.lk/degree-program/29?slug=bsc-hons-accounting-finance
Saeigs,Faculty of Information Technology,English,Full Time,4 Years,"a) Passes in three (03) subjects (in Physical Science Stream or any three subjects with Mathematics and Physics) at the GCE A/L Examination (Sri Lanka or London) in one and the same sitting but not exceeding three sittings.

b) Passes in three (03) subjects (in any subject stream) at the GCE A/L Examination (Sri Lanka or London) in one and the same sitting but not exceeding three sittings and passing of the Bridging Programme for Computing Discipline stated under the Non-State Higher Education Circular No. 02/2019 issued by the Ministry of Higher Education (according to the passing criteria stated in the same).

c) Minimum of 30% for the Common General Test in any of the sittings indicated in (a) or (b) above.
",Intermediate,,Colombo,"Software Engineer, IT Consultant, Systems Analyst, Database Administrator, Web Developer, Network Administrator, Mobile Application Developer, Cybersecurity Analyst, Data Analyst, Project Manager
",Bachelor of Information Technology – BIT,https://saegis.ac.lk/degree-program/23?slug=bachelor-of-information-technology-bit
Saeigs,Faculty of Information Technology,English,Full Time,4 Years,"a) Passes in three (03) subjects (in Physical Science Stream or any three subjects with Mathematics and Physics) at the GCE A/L Examination (Sri Lanka or London) in one and the same sitting but not exceeding three sittings.

b) Passes in three (03) subjects (in any subject stream) at the GCE A/L Examination (Sri Lanka or London) in one and the same sitting but not exceeding three sittings and passing of the Bridging Programme for Computing Discipline stated under the Non-State Higher Education Circular No. 02/2019 issued by the Ministry of Higher Education (according to the passing criteria stated in the same).

c) Minimum of 30% for the Common General Test in any of the settings indicated in a) or b) above.
",Intermediate,,Colombo,"IT Project Manager, Software Engineer, Systems Analyst, Database Administrator, Network Engineer, Cybersecurity Analyst, Cloud Computing Specialist, Web Developer, Mobile Application Developer
",Bsc ( Honours ) in Information Technology,https://saegis.ac.lk/degree-program/21?slug=bsc-honours-in-information-technology
Saeigs,Faculty of Information Technology,English,Full Time,4 Years,"Minimum academic qualifications: a) Passes in three (03) subjects (in Physical Science Stream or any three subjects with Mathematics and Physics) at the GCE A/L Examination (Sri Lanka or London) in one and the same sitting but not exceeding three sittings. OR b) Passes in three (03) subjects (in any subject stream) at the GCE A/L Examination (Sri Lanka or London) in one and the same sitting but not exceeding three sittings and passing of the Bridging Programme for Computing Discipline stated under the Non-State Higher Education Circular No. 02/2019 issued by the Ministry of Higher Education AND c) Minimum of 30% for the Common General Test in any of the settings indicated in a) or b) above.
",Intermediate,,Colombo,"Software Developer, Software Engineer, Systems Analyst, IT Consultant, Application Developer, Web Developer, Mobile App Developer
",BSc ( Honours ) in Software Engineering,https://saegis.ac.lk/degree-program/20?slug=bsc-honours-in-software-engineering
Saeigs,Faculty of Information Technology,English,Full Time,4 Years,"Minimum academic qualifications: a) Passes in three (03) subjects (in Physical Science Stream or any three subjects with Mathematics and Physics) at the GCE A/L Examination (Sri Lanka or London) in one and the same sitting but not exceeding three sittings. OR b) Passes in three (03) subjects (in any subject stream) at the GCE A/L Examination (Sri Lanka or London) in one and the same sitting but not exceeding three sittings and passing of the Bridging Programme for Computing Discipline stated under the Non State Higher Education Circular No. 02/2019 issued by the Ministry of Higher Education (according to the passing criteria stated in the same) AND c) Minimum of 30% for the Common General Test in any of the settings indicated in a) or b) above.
",Intermediate,,Colombo,"Software Engineer, System Analyst, Database Administrator, Network Administrator, Web Developer, AI/ML Engineer, Cybersecurity Specialist

",Bsc (Honours) in Computer Science,https://saegis.ac.lk/degree-program/19?slug=bsc-honours-in-computer-science
Open University of Sri Lanka,Faculty of Education ,English,Full Time,4 Years,"Completion of G.C.E (Advanced Level) qualifications or equivalent; teachers, principals of primary schools, caregivers in Early Childhood centers, and any other interested persons in the field of Early Childhood and Primary Education.
",Intermediate,,Colombo,"Primary School Teacher, Early Childhood Educator, School Administrator, Curriculum Developer, Education Consultant, Childcare Program Coordinator
",Bachelor of Education (Honours) in Primary Education Degree Programme,https://ou.ac.lk/programme/bachelor-of-education-honours-in-primary-education-degree-programme/
Open University of Sri Lanka,Faculty of Education ,English,Full Time,4 Years,"Completion of G.C.E. A/L or equivalent qualifications; meeting the general entry requirements of the Open University of Sri Lanka.
",Intermediate,"Rs. 77,100.00",Colombo,"Special Needs Teacher, Inclusive Education Specialist, Learning Support Coordinator, Educational Psychologist, Rehabilitation Educator

",Bachelor of Education Honours in Special Needs Education,https://ou.ac.lk/programme/bachelor-of-education-honours-in-special-needs-education/
Open University of Sri Lanka,Faculty of Engineering Technology,English,Full Time,4 Years,"Completion of G.C.E. A/L or equivalent qualifications. Designed for those already employed in the field, or for individuals who missed the opportunity to pursue higher education immediately after secondary school. Applicants must have successfully completed secondary education including passes in relevant science or technology subjects, and a pass in English. The programme is suitable for self-motivated learners who can study through printed, audio, visual, and online materials.
",Intermediate,,Colombo,"Agricultural Engineer, Plantation Engineer, Irrigation Specialist, Farm Manager, Agricultural Project Consultant

",Bachelor of Science Honours in Engineering – Agricultural Engineering,https://ou.ac.lk/programme/bachelor-of-science-honours-in-engineering-agricultural-engineering/
Open University of Sri Lanka,Faculty of Engineering Technology,English,Full Time,4 Years,"Three passes at G.C.E. (A/L) examination – local or equivalent. Diploma in Agriculture from any recognized institution is eligible. The programme complements diploma-level training with in-depth study of the discipline and includes six months of hands-on research experience at an agricultural research station
",Intermediate,,Colombo,"Agricultural Researcher, Agribusiness Manager, Plantation Manager, Agricultural Consultant, Farm Manager, Research Officer
",Bachelor of Industrial Studies Honours – Agricultural,https://ou.ac.lk/programme/bachelor-of-industrial-studies-honours-agricultural/
